,S&P500,KOSPI200
2006-06-19,1240.14,161.79
2006-06-16,1251.54,163.05
2006-06-15,1256.16,157.36
2006-06-14,1230.04,157.7
2006-06-13,1223.69,155.43
2006-06-12,1236.4,160.05
2006-06-09,1252.3,159.61
2006-06-08,1257.93,158.11
2006-06-07,1256.15,164.17
2006-06-06,1263.85,164.17
2006-06-05,1265.29,168.83
2006-06-02,1288.22,169.85
2006-06-01,1285.71,168.03
2006-05-31,1270.09,168.03
2006-05-30,1259.84,171.01
2006-05-29,1259.84,172.64
2006-05-26,1280.16,171.83
2006-05-25,1272.88,168.33
2006-05-24,1258.57,173.36
2006-05-23,1256.58,172.78
2006-05-22,1262.07,173.6
2006-05-19,1267.03,177.94
2006-05-18,1261.81,177.18
2006-05-17,1270.32,181.69
2006-05-16,1292.08,179.0
2006-05-15,1294.5,183.08
2006-05-12,1291.24,187.27
2006-05-11,1305.92,190.2
2006-05-10,1322.85,188.62
2006-05-09,1325.14,188.51
2006-05-08,1324.66,188.79
2006-05-05,1325.76,188.79
2006-05-04,1312.25,186.98
2006-05-03,1307.85,186.03
2006-05-02,1313.21,186.17
2006-05-01,1305.18,186.17
2006-04-28,1310.61,184.1
2006-04-27,1309.72,188.4
2006-04-26,1305.41,188.34
2006-04-25,1301.74,185.54
2006-04-24,1308.11,185.41
2006-04-21,1311.28,188.2
2006-04-20,1311.46,185.86
2006-04-19,1309.93,186.34
2006-04-18,1307.65,184.9
2006-04-17,1285.33,184.3
2006-04-14,1285.33,185.67
2006-04-13,1289.12,181.91
2006-04-12,1288.12,179.13
2006-04-11,1286.57,179.61
2006-04-10,1296.6,181.31
2006-04-07,1295.5,181.97
2006-04-06,1309.04,181.1
2006-04-05,1311.56,179.97
2006-04-04,1305.93,179.77
2006-04-03,1297.81,178.89
2006-03-31,1294.83,176.21
2006-03-30,1300.25,173.61
2006-03-29,1302.89,172.96
2006-03-28,1293.23,172.77
2006-03-27,1301.61,172.44
2006-03-24,1302.95,170.86
2006-03-23,1301.67,169.68
2006-03-22,1305.04,169.28
2006-03-21,1297.23,172.87
2006-03-20,1305.08,174.26
2006-03-17,1307.25,173.48
2006-03-16,1305.33,172.66
2006-03-15,1303.02,172.28
2006-03-14,1297.48,171.1
2006-03-13,1284.13,172.82
2006-03-10,1281.58,170.37
2006-03-09,1272.23,169.17
2006-03-08,1278.47,169.76
2006-03-07,1275.88,170.13
2006-03-06,1278.26,173.86
2006-03-03,1287.23,171.67
2006-03-02,1289.14,176.85
2006-03-01,1291.24,176.85
2006-02-28,1280.66,177.45
2006-02-27,1294.12,178.1
2006-02-24,1289.43,176.96
2006-02-23,1287.79,176.18
2006-02-22,1292.67,173.26
2006-02-21,1283.04,174.04
2006-02-20,1283.04,174.28
2006-02-17,1287.24,172.4
2006-02-16,1289.38,169.8
2006-02-15,1280.0,168.31
2006-02-14,1275.53,171.65
2006-02-13,1262.86,170.61
2006-02-10,1266.99,172.68
2006-02-09,1263.78,170.93
2006-02-08,1265.65,169.44
2006-02-07,1254.78,172.39
2006-02-06,1254.78,173.66
2006-02-03,1264.03,172.67
2006-02-02,1270.84,177.92
2006-02-01,1282.46,178.07
2006-01-31,1280.08,180.65
2006-01-30,1285.2,180.65
2006-01-27,1283.72,178.64
2006-01-26,1273.83,174.71
2006-01-25,1264.68,173.52
2006-01-24,1266.86,171.79
2006-01-23,1263.82,168.04
2006-01-20,1261.49,170.6
2006-01-19,1285.04,174.93
2006-01-18,1277.93,173.81
2006-01-17,1282.93,178.27
2006-01-16,1282.93,182.39
2006-01-13,1287.61,181.71
2006-01-12,1286.06,179.65
2006-01-11,1294.18,178.67
2006-01-10,1289.69,178.98
2006-01-09,1290.15,180.3
2006-01-06,1285.45,180.87
2006-01-05,1273.48,178.82
2006-01-04,1273.46,179.91
2006-01-03,1268.8,178.81
